"","log.a","log.b","log.c"
"5085",-3.82908344033301,-3.97888885392232,-4.78438133382926
"5086",-4.14412260402489,-4.79192192330652,-5.36070126815151
"5087",-4.03816238740079,-4.1582678088034,-5.50765637639428
"5088",-3.97486643241134,-4.17837713903544,-5.4012558269075
"5089",-4.27546989457018,-4.63262382216577,-5.85202688901781
"5090",-4.05679147185131,-4.05834561710623,-5.57233796344076
"5091",-3.87491737528017,-4.14234674190949,-6.06819134962779
"5092",-4.07992893909481,-4.37174083634982,-5.78330388352303
"5093",-3.39160722621696,-3.48433953990325,-5.38841122758832
"5094",-3.96404528774835,-4.08915070297814,-5.28885275715904
"5095",-4.02373300544781,-4.477070693728,-5.31820441142897
"5096",-3.9260801474553,-3.97060221302133,-5.65421255216387
"5097",-4.18669710538372,-4.51440574731596,-5.37314754419726
"5098",-3.75946716942115,-3.80478450108432,-5.55970375934569
"5099",-3.9252113069568,-4.05335520748733,-5.71408298260603
"5100",-4.22256542193311,-4.39867678968249,-6.24402762072303
"5101",-4.00202903808475,-4.23667008828443,-5.87355784759759
"5102",-4.25913790579915,-4.30516468239998,-5.55518733278758
"5103",-3.39488553711857,-3.44877268328353,-4.98728614632801
"5104",-4.13183258772016,-4.60581603584373,-5.33486961468992
"5105",-3.78757096168428,-4.05023762724987,-5.50228087952528
"5106",-4.32419555619572,-4.51278006965226,-5.23255566260677
"5107",-4.04819808776694,-4.22746403260764,-5.35001038307532
"5108",-4.24989906063345,-4.8684370316066,-5.7964052747841
"5109",-4.27217273642962,-4.29036026259512,-5.58715031381378
"5110",-4.10780642431269,-4.21711545046367,-5.9250828044176
"5111",-4.39620265329127,-4.80510407653844,-5.73101360523968
"5112",-3.92564666900164,-4.16101064034441,-5.52262401597657
"5113",-4.26195273723705,-4.34998850190517,-5.58028050201862
"5114",-4.11624913041865,-4.12349622072181,-5.46527705299092
"5115",-4.05425490314096,-4.19124812424567,-5.60766065963864
"5116",-3.91828420252417,-4.02489447675279,-5.48403230492449
"5117",-3.80899836531071,-4.05026020233179,-5.37467917369372
"5118",-4.29051148501447,-4.54249451630896,-5.20827157234794
"5119",-3.86124612349916,-4.04871128825906,-5.79274489255656
"5120",-3.48700481353365,-3.68517324894246,-5.2838475777248
"5121",-4.13281445859861,-4.38945384278593,-5.69309265705031
"5122",-4.08418391829531,-4.14484626403407,-5.26219537187009
"5123",-4.0264154942996,-4.11263654415357,-5.08834678766191
"5124",-4.22965268380154,-4.38110413462496,-5.49073790184357
"5125",-3.8955637459392,-4.14862474145519,-5.01659606489494
"5126",-3.77814423554744,-3.85973354597935,-5.47954148465687
"5127",-4.00971121554492,-4.01093019774807,-5.30593928950705
"5128",-3.79926448516918,-3.9549185402767,-5.72061348678225
"5129",-4.08052752879091,-4.30567386360995,-5.72550396301165
"5130",-4.05991703241462,-4.33085914510658,-5.88068330252082
"5131",-3.83219605501282,-4.00735558780255,-4.90365196064182
"5132",-4.14426838396952,-4.5738266727518,-5.12383582590518
"5133",-3.81989588921986,-3.82141693506795,-5.00963432937743
"5134",-4.02928363471646,-4.3246412668136,-5.46049565888534
"5135",-4.05979419331788,-4.07109176377645,-5.31558496551029
"5136",-3.77327805014775,-3.79440442227313,-5.9993312280499
"5137",-3.78041761737484,-3.82259027291897,-5.33221335852489
"5138",-4.23656352324805,-4.43056800496748,-5.31603265946541
"5139",-3.83850038549161,-3.88215775411101,-5.58618988041503
"5140",-4.10824914115685,-4.48957601603064,-5.92934026564827
"5141",-3.71607387562777,-3.77251936184235,-5.24679381686869
"5142",-4.23663779191861,-4.25769713536361,-5.70048304278403
"5143",-4.35578206910066,-4.39644741488298,-5.69355298511628
"5144",-4.03121384205078,-4.27317393963951,-5.70231756813398
"5145",-4.48703576441933,-4.60652636038466,-5.69567958800543
"5146",-3.98944979599913,-4.30724849140791,-5.561162561346
"5147",-4.05878737306649,-4.26331512928547,-5.96655533330071
"5148",-4.09652344735001,-4.53228954590778,-4.98517233953804
"5149",-4.23813827595498,-4.31616065495857,-5.94229710318663
"5150",-4.0811324767685,-4.2319647238907,-5.67528237390283
"5151",-4.12717017184004,-4.49652562246647,-5.54005989583417
"5152",-3.69705171690033,-3.79274500192082,-5.20087814401097
"5153",-3.83275525308856,-4.01620498824523,-5.93769453529839
"5154",-4.10600869054122,-4.5219568715723,-5.55470495785202
"5155",-4.19192698195629,-4.26974058356586,-5.70246421641457
"5156",-4.0926261017983,-4.13914981772655,-5.27245041708491
"5157",-4.29658089992919,-4.50498390714571,-6.12079319043649
"5158",-3.81857543494402,-4.08036911812898,-5.20071862367074
"5159",-3.91767250180095,-3.9256364031782,-5.78507891443385
"5160",-4.22054922468799,-4.24885242753012,-5.93484709693987
"5161",-3.90949660750798,-4.01434096734646,-5.56750431556136
"5162",-4.05372768544129,-4.26933817576104,-5.56619739154964
"5163",-4.24424490759574,-4.31677766835154,-5.51343075094406
"5164",-4.40950890855125,-4.50539173788258,-5.4192657836915
"5165",-3.84126936156473,-3.98516143919081,-5.46202021393608
"5166",-4.0551157633897,-4.0566897262566,-5.62417970356323
"5167",-4.07675238442118,-4.1603879603673,-5.48843819245675
"5168",-4.11246804201137,-4.21702106929563,-5.82702517832583
"5169",-4.0925743221035,-4.10443159901571,-5.44683932964473
"5170",-4.07503317156701,-4.24592857194973,-5.22801864307972
"5171",-3.76607908370801,-4.04238285097893,-5.74316258917109
"5172",-4.11086641150488,-4.23863079326892,-5.89393481782107
"5173",-4.33215045440165,-4.673248641688,-5.31732874243035
"5174",-4.37823501843929,-4.40142260677637,-5.6018095939571
"5175",-3.83263156831713,-3.99465829721897,-5.65939122236022
"5176",-4.22117841809064,-4.32854581287626,-5.52737223204664
"5177",-4.16262250216103,-4.20005103311333,-5.84014577373131
"5178",-4.27970408898935,-4.5004079683556,-5.85516785353823
"5179",-4.27473095599557,-4.45652526595773,-5.73273843770425
"5180",-4.14218139649931,-4.59974351353364,-5.70602545179761
"5181",-3.87431435874054,-4.21886650365334,-4.87900641331136
"5182",-4.01887633807873,-4.14756765668761,-5.80179830693701
"5183",-4.29302672228118,-4.50761407539557,-5.73726796154152
"5184",-3.97315987558537,-4.23099021407244,-5.57410555405636
"5185",-3.81038925665471,-3.82601983652191,-5.51774915166911
"5186",-3.83519300026664,-4.2598879175287,-5.8965327268078
"5187",-3.87362871207609,-3.92232195428919,-5.63832108184051
"5188",-4.14424555234999,-4.30944190824654,-5.88165273092257
"5189",-3.84093488761361,-4.00202388479412,-5.43970048314454
"5190",-3.95807733951732,-3.97006732985878,-5.57063627714288
"5191",-3.98621335689131,-4.00006763676791,-5.40607440713561
"5192",-4.26183540252507,-4.36806950973226,-5.18792510769262
"5193",-3.96960607756984,-3.97391648643183,-5.80877627160501
"5194",-4.12699080273219,-4.47694683305826,-6.02233675217558
"5195",-3.78619341176074,-3.87081423949901,-5.42347991723647
"5196",-4.02384484404915,-4.13142589181297,-5.59970725328518
"5197",-4.00231325371388,-4.05413922373342,-5.72570759492043
"5198",-4.60236137111909,-4.99197184355195,-6.03029805102068
"5199",-4.02941546187765,-4.07546590012582,-5.37798398161891
"5200",-4.22637836816548,-4.42415438739906,-5.77794450614937
"5201",-4.39553421972692,-4.87225202354943,-5.66278435566295
"5202",-4.04821145231138,-4.38230430873819,-5.80066294015385
"5203",-4.10040762147771,-4.6047841915722,-5.58299252692389
"5204",-4.05126606155989,-4.39507815055495,-5.82121823225045
"5205",-3.58272638810982,-3.60898267532377,-5.0211967235369
"5206",-3.89996935935386,-4.36178084505184,-5.59673532475875
"5207",-3.88994635099032,-3.91683611897505,-5.57444193273997
"5208",-4.13211696669538,-4.14406087106108,-5.65564306048584
"5209",-3.83340895831315,-3.90272216618239,-5.76099993579847
"5210",-4.05526459234807,-4.38184187259431,-5.7381609425755
"5211",-4.33014401320598,-4.51892984605122,-5.08311046543137
"5212",-4.31492783160931,-4.43567612159257,-5.27841705494195
"5213",-3.83399324792748,-4.04296724521147,-5.2055569400776
"5214",-4.2895465786098,-4.3495766208052,-5.7470032903232
"5215",-4.1067090097152,-4.20677597416297,-6.19738128539512
"5216",-4.18448693545175,-4.32746737673884,-5.54779310588858
"5217",-4.27168685766608,-4.30317036994076,-5.71517870243343
"5218",-4.10412657663977,-4.54839208719893,-5.82804207305163
"5219",-4.01536740523719,-4.39644900997244,-5.72660536487002
"5220",-4.08413765952908,-4.32321617396803,-5.57610312527607
"5221",-4.03644518872185,-4.24685201097665,-5.83620720152194
"5222",-4.17614579486308,-4.33703239581767,-5.44101780882362
"5223",-4.04836699983145,-4.06420780353856,-5.3700408599109
"5224",-3.97691349065899,-4.03264931439772,-5.53796059002054
"5225",-4.15257390317065,-4.41834155427062,-5.57531193687208
"5226",-4.04399046367172,-4.21695717321328,-5.41909214864716
"5227",-4.39104711104435,-4.5021333955544,-5.59646687799548
"5228",-4.06128791453149,-4.07884240361156,-5.77995214958381
"5229",-3.36524357940944,-3.36763359595271,-5.38948504891888
"5230",-3.94737041506545,-4.01999537367733,-5.33728673463286
"5231",-4.10186321105484,-4.1143943276558,-5.63219295453484
"5232",-3.98614454546156,-4.142786705096,-5.30691211098108
"5233",-4.26188552078931,-4.64558794573294,-5.6448850810847
"5234",-3.75907904073521,-3.78395640620661,-5.44524810149104
"5235",-3.97462291495467,-4.17872197240766,-6.14439359015637
"5236",-3.9659689999098,-4.06565333456893,-5.51297434036948
"5237",-3.85395866802464,-4.0885279954645,-5.6069901195569
"5238",-4.1085323781238,-4.18458871925631,-5.37445102392177
"5239",-4.15039212559692,-4.24365344753061,-5.43819348373174
"5240",-4.24031029208128,-4.39372873286161,-5.90165676755423
"5241",-4.04824955292881,-4.49113414835581,-5.97684186424379
"5242",-4.07785833086912,-4.19874322157778,-5.92946108446347
"5243",-4.16847251530256,-4.51164279828104,-5.47152971222824
"5244",-3.45141306903877,-3.63556964773729,-5.34467775707326
"5245",-3.85940231054803,-3.94914911454832,-5.75183004970809
"5246",-4.08951977150811,-4.37821864144299,-5.52977217941087
"5247",-3.81657855187984,-4.0416487253113,-4.9129041224817
"5248",-4.15279419017986,-4.22574975280076,-5.60489425441719
"5249",-3.85261068255365,-4.42244503193484,-5.14598528265283
"5250",-3.57859800371953,-3.66481223408956,-5.02039442339923
"5251",-4.41274647784986,-4.51632145331622,-5.87994703990571
"5252",-4.11261103896485,-4.13800087565812,-5.5191842960371
"5253",-4.06933714520337,-4.07849945461851,-5.72148898817719
"5254",-3.90702277824673,-4.06913361298369,-5.52816897172445
"5255",-3.43690260414924,-3.64242471359352,-5.51894146696444
"5256",-3.99368147623756,-4.00216088256646,-5.44091158539076
"5257",-4.03850595063638,-4.26997132477031,-5.82690821229047
"5258",-4.07771029991608,-4.47882752123526,-5.1601880035621
"5259",-4.09333378406829,-4.38094523769495,-5.79622832606352
"5260",-4.26897643723742,-4.30340918860858,-5.05290498670151
"5261",-4.28883173219739,-4.39350253118295,-5.49060274488975
"5262",-3.89943918896458,-4.50220843486723,-5.61838785016704
"5263",-3.99770280184696,-4.09881394963635,-5.09883040905654
"5264",-3.94356151147193,-4.14834527744626,-5.65779259727354
"5265",-3.66952844317944,-3.78621790231953,-5.4745330675549
"5266",-3.70940785304947,-3.71072179170992,-5.46344699675141
"5267",-4.09121365205337,-4.15153832176672,-5.486627262673
"5268",-3.98939765396578,-4.09643830091453,-4.80487152350489
"5269",-4.19600449964943,-4.28690931684356,-5.30763321645889
"5270",-3.56416931876438,-3.66257160548076,-5.46332751219378
"5271",-3.59242369730453,-3.73485446225281,-4.81254543036221
"5272",-4.22636956064388,-4.46614427651871,-5.39605608796001
"5273",-4.0217051790566,-4.28487870333251,-5.72595797076007
"5274",-4.16485908506569,-4.23025976500084,-5.3995161908585
"5275",-3.66762153845804,-3.87762988010363,-5.68335994310065
"5276",-4.23032912793199,-4.26152635283306,-6.07632646436764
"5277",-4.14291115073132,-4.33761986967765,-5.55401767784055
"5278",-4.22871180542717,-4.43303905523188,-5.80259466257565
"5279",-4.01296610887569,-4.07437509782689,-5.42911141582297
"5280",-4.16276096467293,-4.18983825581789,-5.46630617270737
"5281",-4.30216918188174,-4.42664109109172,-5.76683287338273
"5282",-3.65742848766917,-3.72427871336906,-5.05849012245819
"5283",-4.05998146644992,-4.32187254716216,-5.44511422737428
"5284",-4.30360262843507,-4.37453965310697,-5.56377055884346
"5285",-4.21117837635597,-4.25341980441361,-5.89312666483397
"5286",-4.02140647979838,-4.45328936783908,-5.20097224296985
"5287",-4.04483360327109,-4.43319217911529,-5.71800287942279
"5288",-3.96998991995033,-4.14066384504059,-5.35736817447349
"5289",-3.71902208143495,-3.92981875619443,-4.99276120637254
"5290",-4.13578516884799,-4.36484534043141,-5.51026425245544
"5291",-3.44668234037737,-3.4963015276621,-5.38193353799817
"5292",-4.13096373396133,-4.22734517991448,-5.25549860499231
"5293",-4.27641080740026,-4.32445343229933,-5.74615845500798
"5294",-4.19130905455138,-4.22490082142368,-5.7698845174324
"5295",-3.90043192852395,-4.06927450086232,-5.41785184801517
"5296",-4.17634728193428,-4.21341214679631,-5.8194240473299
"5297",-4.4235555296094,-4.62338041147726,-5.35366131309489
"5298",-4.22003754738168,-4.48497295157015,-5.73552781885866
"5299",-3.47186648601985,-3.50142073537763,-5.34432597579015
"5300",-3.80822615668931,-3.98433072466817,-5.30979629883222
"5301",-3.9915950352285,-4.25342187643916,-5.25791770739545
"5302",-3.41952798044743,-3.63223975645626,-5.11457267681451
"5303",-4.3084474769435,-4.50415992251353,-5.53710602592386
"5304",-3.7457146718387,-4.03586232851181,-5.36650714616282
"5305",-3.97534249616958,-4.20647935666954,-5.51463541744656
"5306",-4.11237329416724,-4.33658675510623,-5.75529630935111
"5307",-3.38589806605027,-3.57311854315563,-5.3623768322785
"5308",-3.97235716038406,-4.35778626467405,-5.68783720903532
"5309",-4.51979344735294,-4.58793078298709,-5.39621030986795
"5310",-3.66383389572433,-3.77326679337538,-5.55589254777632
"5311",-4.11084679608458,-4.20676845737175,-5.65012025343483
"5312",-4.03713787117812,-4.24673158789888,-5.60448809903902
"5313",-4.11149339661347,-4.46133559247876,-5.53917145553578
"5314",-3.88471246526872,-3.88763396937546,-5.28960196969895
"5315",-3.84313748353167,-4.07254169386468,-4.96741329014926
"5316",-3.97632399411948,-4.00881664823854,-5.49242721920683
"5317",-3.72837587194287,-3.93798259691473,-5.28903277724251
"5318",-4.25368027400142,-4.66475045135673,-5.16598120702355
"5319",-3.94900000117577,-4.30667765418901,-5.29836370279017
"5320",-3.20027175003355,-3.23427370624987,-5.38953591945418
"5321",-4.20457751297772,-4.20851984220009,-5.66794764071314
"5322",-4.03706148451823,-4.2334746556025,-5.50530143091676
"5323",-3.59157099959953,-3.79129557005626,-5.62073768566496
"5324",-3.85340339225627,-3.86771854636256,-6.06822187627472
"5325",-4.14366829949559,-4.45790643813065,-5.77871391836983
"5326",-4.06836292155406,-4.44405748126561,-5.73027121558669
"5327",-4.51348929709886,-4.57342077966498,-5.88770143221093
"5328",-4.28985974363008,-4.69809476569902,-5.7374950139262
"5329",-4.00914390928703,-4.12264355978999,-5.42384376716209
"5330",-3.96391527131618,-4.04282538102385,-5.65868987281943
"5331",-4.04900649622211,-4.07385864206036,-5.52849479896045
"5332",-4.14963803419526,-4.28257895902313,-5.80584453746459
"5333",-3.9211320556577,-3.9502921719711,-5.50894215643646
"5334",-3.9787804113963,-4.4238648190455,-5.57632873480969
"5335",-4.04376636387384,-4.1008000968677,-5.59644811625946
"5336",-3.99983724702202,-4.21989282611515,-5.75842115197442
"5337",-3.74533124205501,-3.94885946167772,-5.3997846789724
"5338",-4.04837779717335,-4.05397920664585,-5.83819367471044
"5339",-3.95282327473637,-4.2321453333429,-5.50535046853887
"5340",-4.30140957457075,-4.43982693102637,-5.45751429352428
"5341",-3.64174867003355,-3.65134431203539,-5.73013575685431
"5342",-4.02327077528848,-4.21437745883471,-5.49774897436903
"5343",-3.70271302876309,-3.86422138870777,-5.32129615468782
"5344",-4.095812406907,-4.20200729436885,-5.51931412776921
"5345",-4.22741739564759,-4.38545396305499,-5.58884780624906
"5346",-4.03816196200915,-4.03976875886331,-5.48778480955085
"5347",-3.90945249223812,-4.44841608186058,-5.41926237295876
"5348",-3.77819241339943,-3.83103178069596,-5.26781027726265
"5349",-3.71683275204769,-3.86818959973862,-5.46613903220326
"5350",-3.90887864166095,-3.94609481128159,-5.53014319103847
"5351",-4.14529011013222,-4.33815659228256,-5.28401529643985
"5352",-4.02941800691842,-4.365163412913,-5.54511602302549
"5353",-4.21723963440952,-4.37077168685803,-5.8185824232718
"5354",-3.40735691064169,-3.66526462035852,-5.46577065202881
"5355",-4.16947266254731,-4.78416034004671,-5.82908196528681
"5356",-4.22845684173562,-4.49688488392012,-5.28574482636447
"5357",-3.79449873545054,-4.08901027518223,-5.52682024380461
"5358",-4.37193765251789,-4.52559407018064,-5.70881332268133
"5359",-3.6926343793481,-3.80548261969758,-5.41589600124914
"5360",-3.94767042725685,-4.02365714254879,-5.81000172738382
"5361",-3.96612595720703,-3.98546448356426,-5.45857495435545
"5362",-4.26507150384742,-4.28322661439064,-5.69465133618661
"5363",-4.12467662584537,-4.32032715421694,-5.61679601269045
"5364",-3.73327304382895,-3.81362653292762,-5.59440666540886
"5365",-3.68543753083935,-3.8112108130474,-5.77386688091004
"5366",-3.98738470326758,-4.19441757704838,-5.4518390308898
"5367",-3.8902459051078,-3.980254252125,-5.21704791762663
"5368",-3.57033030528627,-4.11356691690484,-5.35014798783759
"5369",-3.84825234270651,-4.00283265527192,-5.53610986381274
"5370",-3.73221914607128,-3.97999417355914,-5.10380726348161
"5371",-4.05638288499309,-4.13352671148725,-5.55254073318595
"5372",-3.83638901509239,-3.98887730856877,-5.50455217605493
"5373",-3.94618607066732,-4.03396586932411,-5.45217500596816
"5374",-3.88807835986175,-4.12739536622165,-5.85022589037107
"5375",-4.1814210975856,-4.31869003020308,-5.85482737946048
"5376",-3.89923733189055,-4.24565550357105,-5.68081757835168
"5377",-4.00042830196407,-4.00705513928976,-5.55668572648084
"5378",-4.22830542508665,-4.3089565411285,-5.85670936558766
"5379",-4.40295277699066,-4.65873441333189,-5.62148380750314
"5380",-4.36460286013806,-4.42214983418263,-5.71164882266122
"5381",-3.87015201101282,-3.99573526049346,-5.45929571028973
"5382",-4.09648496378537,-4.12728372140201,-5.72150246229666
"5383",-4.32688383796068,-4.48972891149347,-5.39101193628863
"5384",-4.08881850078656,-4.23026626903034,-4.74191943392421
"5385",-3.64085506367815,-3.70356536077162,-4.93539041278742
"5386",-4.17355928435104,-4.28136155771127,-5.89060541408265
"5387",-3.79872806836493,-3.92252621732792,-5.54554726645425
"5388",-3.98710198486335,-4.28848561220426,-5.39887740549177
"5389",-4.14466817949493,-4.46342334332036,-5.68006111468316
"5390",-4.34465499122184,-4.38470499400593,-5.6014590397387
"5391",-4.33978252753479,-4.83526014058615,-5.650843663133
"5392",-4.49180166894432,-5.02602396055304,-6.1980498265935
"5393",-3.93575800107286,-3.9494876219997,-5.29578172644927
"5394",-4.41252362741069,-4.44740606162528,-5.5141943978033
"5395",-4.18158696778376,-4.39780864325417,-5.40182905999941
"5396",-4.08976504662545,-4.10115453640368,-6.07484190335044
"5397",-4.16477412469189,-4.19822261175478,-5.5840521548535
"5398",-3.76634791933568,-3.7878622125713,-5.61524976520401
"5399",-4.22030747140264,-4.36194970907626,-5.64240826140679
"5400",-3.96561357547509,-4.38371061230783,-5.66293175530769
"5401",-3.94502053034998,-4.10936692238754,-6.01596388326446
"5402",-3.79474924282172,-3.84401663371649,-5.46409471091434
"5403",-3.96304957717187,-4.1678988337187,-5.5036235931337
"5404",-3.96343601460734,-4.17115580946365,-5.61392465887109
"5405",-4.46582113627505,-4.72441346289367,-5.38689697663616
"5406",-3.92334705191015,-4.00132915942977,-5.67560696411363
"5407",-3.8854798075288,-4.13495387230507,-5.42193411232318
"5408",-3.88800643421109,-4.06763925517434,-5.24530147286705
"5409",-4.04542764265772,-4.12584879610924,-5.63877437748535
"5410",-4.14716810883185,-4.36736710990134,-5.82475564793047
"5411",-4.22784736906712,-4.2791816555703,-5.57059150843348
"5412",-4.27861656635888,-4.6841986319487,-5.86227528909762
"5413",-4.08359118091274,-4.75980219499818,-5.70295383169138
"5414",-4.10525290958139,-4.13861253021486,-5.51089872566603
"5415",-3.78137050819626,-3.82259853121046,-5.53954096281351
"5416",-4.02923992303813,-4.31011748818657,-5.62087963403878
"5417",-3.89736695707978,-4.39623796717247,-5.28529027154141
"5418",-4.43575889694693,-4.89344177885304,-6.11170657112195
"5419",-3.39289103594246,-3.42191140881797,-5.02397666153085
"5420",-4.12722037999934,-4.39039921437614,-5.7916123214114
"5421",-4.0689762025349,-4.49760397907513,-5.53985235861424
"5422",-4.03838612548622,-4.06054197812754,-5.44184225020356
"5423",-3.78876840916036,-3.91562292079608,-5.05140857205531
"5424",-4.07044381068594,-4.08981547052862,-5.81711748432173
"5425",-4.40895416209482,-4.74488750034894,-5.68425626381943
"5426",-4.26890704768205,-4.28507622601488,-5.50373603661175
"5427",-4.28237216023806,-4.31316096405847,-5.85804826174597
"5428",-3.91612103364185,-3.94346786215257,-5.87671865430339
"5429",-4.07847750487177,-4.16797442081387,-5.37928138606017
"5430",-3.82622433021099,-4.04152895474264,-5.04725488235653
"5431",-3.42182080712436,-3.46330264425441,-5.61956753713856
"5432",-3.71495203166284,-3.77016364100213,-5.54321727635552
"5433",-3.80525463172162,-4.10769657245058,-5.07886940323563
"5434",-4.39712400125453,-4.43185014687762,-5.65542631998359
"5435",-3.8401663538199,-3.93259301704926,-5.25382221245121
"5436",-3.88705144087387,-4.14328270105363,-5.41810255170319
"5437",-4.24388327648806,-4.5875007208419,-5.77447570832126
"5438",-4.17483273585003,-4.80178841426122,-5.82807490160796
"5439",-3.93301732359354,-4.1630576307901,-5.53925161116248
"5440",-3.94154904701418,-4.44116553154279,-5.43724567170539
"5441",-3.65004101801998,-3.98463894905865,-5.31425350527331
"5442",-4.03249743993461,-4.36144760205033,-6.01240167750295
"5443",-4.25598401046533,-5.19594158832387,-5.884017784371
"5444",-3.94504970681145,-3.99480845724562,-6.02591151373868
"5445",-4.03261928624981,-4.39535578697777,-5.45423386378391
"5446",-4.14946104116808,-4.24265730465261,-5.51038852521868
"5447",-3.76562714273113,-3.83629736579186,-5.55812124172018
"5448",-4.14343835317292,-4.41826049347812,-5.40641826325614
"5449",-4.20963814573848,-4.28351611142159,-5.17029564272832
"5450",-4.195917976503,-4.61517764967561,-5.64431738953095
"5451",-4.0960897093287,-4.19545696055384,-5.55589249714801
"5452",-3.85329666843618,-3.91600829430482,-5.47710828211575
"5453",-3.68533020861623,-3.78656032144422,-5.7667018107631
"5454",-3.82466167051486,-3.85024607908431,-5.36553146077641
"5455",-3.79666084921205,-3.85133193355448,-5.46848220975962
"5456",-4.10369543222628,-4.25580968887582,-5.84479010173745
"5457",-3.95002320621126,-4.20627806574617,-5.69178341254544
"5458",-3.87932797505004,-4.19831616435796,-5.62397923375827
"5459",-4.45063439899528,-4.76115196334534,-5.60725317929202
"5460",-4.22487859126689,-4.33621771480939,-5.62493567586854
"5461",-4.36035198444282,-4.77997078947616,-5.53045581712956
"5462",-3.94985147494988,-4.24777381703529,-5.26363296563583
"5463",-3.85186140301055,-4.15264040770917,-5.64959194414164
"5464",-3.8858946375061,-4.02268289098915,-5.66719972363937
"5465",-4.12181824051101,-4.13623577367477,-5.54619359786648
"5466",-3.70542836675438,-3.74614254978966,-5.5586953631355
"5467",-3.29528937984379,-3.30611405413337,-5.0204374091053
"5468",-3.96857160511351,-4.01101980766858,-5.58468948899701
"5469",-4.05418977358351,-4.33735785701726,-5.42775043617478
"5470",-3.81986645912055,-3.83705074710221,-5.50272885456394
"5471",-3.86592419534754,-4.05235899997574,-5.61505733049614
"5472",-4.42672025040316,-4.49717139112207,-5.62114814933699
"5473",-4.14181658940767,-4.19850288353462,-5.74346570777054
"5474",-3.93564508866755,-4.09856574749528,-5.25466790563506
"5475",-3.91453921758114,-4.03969388896348,-5.83350918140185
"5476",-4.2389614088255,-4.43607241580766,-5.92960169149673
"5477",-3.81648510546591,-3.91176205219385,-5.39020365175499
"5478",-3.70365460628908,-3.81874263299735,-5.19076861124377
"5479",-3.37753512415465,-3.39942790297191,-5.13690750752923
"5480",-4.0911344083603,-4.102248264361,-5.68439157841151
"5481",-4.15230255168868,-4.51940598354921,-5.59031157552353
"5482",-3.91907536238049,-3.96263716733165,-5.75272785733898
"5483",-4.24140261406221,-4.60176591231246,-5.65134878841554
"5484",-4.41366823026767,-4.71263567439771,-5.55091257961598
"5485",-3.74147701409799,-4.10783802831411,-5.20815796257224
"5486",-4.23308268209684,-4.26999025390703,-5.53120041880104
"5487",-4.00146935274194,-4.3045815582313,-5.30827172577979
"5488",-4.0196605373023,-4.27859782534071,-5.81251528376185
"5489",-4.31458662969038,-4.58304682645648,-5.50038337314252
"5490",-4.06776582607722,-4.09188756761445,-5.43284459528728
"5491",-4.13731010266405,-4.27321129984489,-5.68248294405426
"5492",-4.2303776267778,-4.2489356336172,-5.38803511622277
"5493",-3.64537217172582,-3.85079816666293,-5.57643189817756
"5494",-3.76047460705144,-4.34291322054686,-5.73320397426676
"5495",-3.83807871522706,-3.88121933774608,-5.80257970528412
"5496",-4.11330834869988,-4.42663676026563,-5.55917647074997
"5497",-3.8304628392314,-3.86416818484061,-5.62086058517692
"5498",-4.07059799772089,-4.38573936854069,-4.87415485928723
"5499",-3.95508843131,-4.09050685464913,-5.29937614357832
"5500",-4.24684146321512,-4.37247864427415,-5.47604130558546
"5501",-4.18396085376346,-4.19203696880851,-5.41972553845411
"5502",-4.44631752673865,-4.6985369202192,-5.62027581847316
"5503",-4.15891370313962,-4.24369592750606,-5.73372763483643
"5504",-3.9255823329339,-4.00736427493152,-5.67185019530128
"5505",-4.03146602525577,-4.43904482296738,-5.45403099289119
"5506",-4.07226447512583,-4.44733891258144,-5.53453504766472
"5507",-4.31116372570606,-4.53665365863334,-5.35299490893
"5508",-3.83613698992735,-3.97511019044293,-6.08200346280712
"5509",-3.92643726614805,-4.2890454907811,-5.00096172470146
"5510",-4.09617597875636,-4.25778418211353,-5.42764930039368
"5511",-4.04854126145982,-4.3071874650967,-6.13443572876708
"5512",-3.89441867445907,-4.05516383424702,-5.70919831936304
"5513",-3.9721834999344,-4.35373792380461,-5.44652249431202
"5514",-4.19126762614109,-4.6383056941894,-5.2785618313098
"5515",-4.01405999687024,-4.31087559435174,-5.83722319909234
"5516",-3.89554049274614,-3.98000172668009,-5.56287278065229
"5517",-4.15222134581569,-4.24983641252321,-5.54360083263632
"5518",-4.22068023453942,-4.27301538933261,-5.50584857465444
"5519",-4.13957020735565,-4.2632403636406,-5.32901985283407
"5520",-4.33995902634577,-4.38771690958615,-5.46965977622783
"5521",-4.41958825537818,-4.77157026934377,-5.6277963463828
"5522",-3.92287740378329,-3.93593171009219,-5.21436312710719
"5523",-4.14749600820655,-4.57323716404995,-5.8950512439276
"5524",-3.89160509192125,-3.89914469474622,-5.52450776405518
"5525",-4.25527802291043,-4.57938999749823,-5.64951893732392
"5526",-3.88362019160422,-4.18835990172271,-4.98210564468214
"5527",-4.24947223562717,-4.3926190861855,-5.6119710031762
"5528",-3.79242454775438,-3.93578141798388,-5.33145772800928
"5529",-3.82133657277464,-3.98184440006462,-5.60761105937383
"5530",-4.13683150472582,-4.36425268234404,-5.64901148801218
"5531",-4.19396247372956,-4.3342349246567,-5.85664253086602
"5532",-4.16905050207551,-4.38614641663566,-5.89572898380819
"5533",-3.76661867247214,-3.83543500090302,-5.34296612460346
"5534",-3.61338388148104,-3.9497753740687,-5.21404334730666
"5535",-3.99795614059075,-4.11333573337451,-5.76067607743267
